Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State_x,Zip,country,Category,instSize,instType,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,Place Name,State_y,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
position1,1,1,0,20,1,38000.0,Man,False,Caucasian,6.0,6.0,32.0,False,False,Bachelor's Degree,2,1,0,25,2,277000.0,Albany,GA,31707,United States,one,6396.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Albany,Georgia,GA,Dougherty,31.5789,-84.2118,
position20,0,0,0,5,1,33000.0,Man,False,Caucasian,2.0,2.0,30.0,False,False,Bachelor's Degree,2,1,0,25,2,277000.0,Albany,GA,31707,United States,one,6396.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Albany,Georgia,GA,Dougherty,31.5789,-84.2118,
position1,1,0,0,12,0,45000.0,Man,False,Caucasian,9.0,19.0,43.0,False,False,Master's Degree,2,0,0,12,0,52000.0,Dalton,GA,30720,United States,one,5047.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Dalton,Georgia,GA,Whitfield,34.7635,-84.9875,
position6,0,0,0,10,0,29000.0,Woman,False,Caucasian,4.0,4.0,39.0,False,False,Bachelor's Degree,2,0,0,12,0,52000.0,Dalton,GA,30720,United States,one,5047.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Dalton,Georgia,GA,Whitfield,34.7635,-84.9875,
position1,2,0,5,100,1,62000.0,Woman,False,Caucasian,1.0,11.0,30.0,False,True,Master's Degree,3,0,5,100,1,682200.0,Savannah,GA,31419,United States,one,7439.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Savannah,Georgia,GA,Chatham,31.9959,-81.2358,
position15,0,0,2,35,0,38000.0,Man,False,Caucasian,2.0,2.0,40.0,False,False,Master's Degree,3,0,5,100,1,682200.0,Savannah,GA,31419,United States,one,7439.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Savannah,Georgia,GA,Chatham,31.9959,-81.2358,
position9,0,0,2,35,0,39000.0,Man,False,Caucasian,1.0,7.0,28.0,False,False,Master's Degree,3,0,5,100,1,682200.0,Savannah,GA,31419,United States,one,7439.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Savannah,Georgia,GA,Chatham,31.9959,-81.2358,
position1,22,7,16,350,2,86700.0,Man,False,Caucasian,10.0,19.0,44.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position1,8,1,7,175,0,62220.0,Man,False,Caucasian,8.0,14.0,37.0,True,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position1,4,3,0,120,2,62220.0,Woman,False,Caucasian,7.0,13.0,36.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position5,0,0,4,4,0,43549.0,Man,False,Caucasian,4.0,8.0,33.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position7,0,0,1,1,0,47940.0,Woman,False,Caucasian,3.0,8.0,34.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position11,0,0,1,2,0,44185.0,Man,False,Caucasian,9.0,15.0,51.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position9,0,0,1,0,0,39921.0,Woman,False,Caucasian,12.0,15.0,40.0,True,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position9,0,0,1,122,0,37740.0,Man,False,Caucasian,2.0,8.0,25.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position20,0,0,1,12,0,34170.0,Man,False,Caucasian,1.0,1.0,25.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position27,0,0,0,13,0,34170.0,Man,False,Caucasian,1.0,1.0,25.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position4,0,0,1,26,0,35088.0,,False,,,,,False,False,,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position24,0,0,1,1,0,35700.0,Woman,False,Caucasian,1.0,1.0,27.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position24,0,0,0,0,0,35700.0,,False,,,,,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position15,0,0,0,9,0,37740.0,Man,False,Caucasian,4.0,7.0,35.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position15,0,0,1,45,0,34170.0,Woman,False,African American,1.0,2.0,24.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position25,0,0,0,0,0,35190.0,Man,False,Caucasian,1.0,1.0,27.0,False,False,No College Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position6,0,0,1,43,0,34270.0,Woman,False,Caucasian,2.0,4.0,26.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position6,0,0,1,23,2,34170.0,Woman,False,Caucasian,1.0,3.0,24.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position25,0,0,0,0,0,23782.0,Man,False,Caucasian,18.0,18.0,48.0,False,False,No College Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position17,0,0,0,0,0,28424.0,Woman,False,Caucasian,8.0,8.0,60.0,False,False,Bachelor's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position10,0,0,0,0,0,31620.0,Woman,False,Caucasian,1.0,1.0,60.0,False,False,No College Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position10,0,0,0,0,0,29225.0,Man,False,Caucasian,1.0,1.0,24.0,False,False,Bachelor's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position10,0,1,1,0,0,40800.0,Woman,False,Caucasian,12.0,12.0,61.0,False,False,Associate's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position1,2,5,1,50,0,66300.0,Man,False,Caucasian,2.0,2.0,54.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position22,0,3,0,25,0,61800.0,Man,False,Caucasian,3.0,3.0,32.0,False,False,Bachelor's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position22,0,0,0,0,0,35700.0,Man,False,Caucasian,1.0,1.0,29.0,False,False,Associate's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position22,0,0,0,25,0,35000.0,Man,False,Caucasian,1.0,1.0,26.0,False,False,Bachelor's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position25,0,0,0,0,0,31000.0,Man,False,Caucasian,1.0,1.0,53.0,False,False,Associate's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position25,0,0,0,0,0,23970.0,Man,False,Caucasian,1.0,1.0,30.0,False,False,Associate's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position1,0,0,0,0,0,65000.0,Man,False,Caucasian,1.0,1.0,49.0,False,False,Master's Degree,25,5,16,350,4,7600000.0,Statesboro,GA,30460,United States,one,20574.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Statesboro,Georgia,GA,Bulloch,32.418,-81.7823,
position1,13,13,18,140,50,104000.0,Man,False,Caucasian,14.0,27.0,57.0,True,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position3,6,0,14,90,50,69000.0,Woman,False,Caucasian,4.0,26.0,50.0,True,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position15,1,1,2,40,0,48000.0,Woman,False,Caucasian,16.0,18.0,42.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position15,13,0,0,0,0,55000.0,Man,False,Caucasian,14.0,14.0,57.0,False,False,No College Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position6,2,0,6,20,0,46000.0,Woman,False,Caucasian,4.0,5.0,27.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position9,2,0,2,40,0,47000.0,Man,False,Caucasian,11.0,13.0,35.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position4,0,0,1,30,4,40000.0,Man,False,Caucasian,3.0,3.0,25.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position6,0,0,1,15,15,39000.0,Woman,False,Caucasian,2.0,3.0,29.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position20,0,0,3,10,15,45000.0,Man,False,Caucasian,6.0,6.0,29.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position11,0,0,2,0,0,39000.0,Man,False,Caucasian,2.0,3.0,27.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position14,0,0,1,0,0,38000.0,Woman,False,Caucasian,2.0,4.0,27.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position22,0,0,0,12,0,40000.0,Woman,False,Caucasian,1.0,3.0,28.0,False,False,Master's Degree,14,13,18,140,50,2900000.0,Atlanta,GA,30302,United States,one,32087.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Atlanta,Georgia,GA,Fulton,33.8444,-84.47399999999999,
position1,1,0,1,0,0,51000.0,Man,False,Caucasian,1.0,7.0,30.0,False,False,Master's Degree,2,0,1,120,0,167000.0,Macon,GA,31207,United States,one,8329.0,Private Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Macon,Georgia,GA,Bibb,32.8304,-83.6486,
position9,0,0,1,0,0,37000.0,Man,False,Hispanic,1.0,1.0,28.0,False,False,Master's Degree,2,0,1,120,0,167000.0,Macon,GA,31207,United States,one,8329.0,Private Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Macon,Georgia,GA,Bibb,32.8304,-83.6486,
position1,5,4,1,0,0,60203.0,Man,False,Caucasian,17.0,23.0,46.0,False,False,Master's Degree,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position3,0,0,5,50,0,46636.0,Man,False,Caucasian,12.0,14.0,43.0,False,False,Master's Degree,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position25,4,0,0,3,0,43540.0,Man,False,Caucasian,13.0,13.0,44.0,False,False,No College Degree,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position20,0,0,2,20,0,36544.0,Man,False,Caucasian,3.0,25.0,65.0,True,False,Doctoral,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position9,0,0,2,47,0,36544.0,,False,,,,,False,False,,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position22,0,0,0,15,0,26998.0,Woman,False,Caucasian,1.0,1.0,44.0,False,False,Associate's Degree,5,1,10,135,0,1721499.0,Valdosta,GA,31698,United States,one,12515.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Valdosta,Georgia,GA,Lowndes,30.8485,-83.2878,
position3,0,1,0,25,1,45000.0,,False,,6.0,6.0,47.0,False,False,Bachelor's Degree,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position9,0,1,0,25,0,38000.0,,False,,3.0,5.0,30.0,False,False,Master's Degree,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position6,0,0,0,0,0,30000.0,,False,,6.0,6.0,55.0,False,False,No College Degree,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position17,0,0,0,0,0,22000.0,,False,,2.0,2.0,45.0,False,False,No College Degree,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position15,0,0,0,0,0,15600.0,,False,,,,,False,False,,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position9,0,0,0,0,0,15600.0,,False,,,,,False,False,,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position6,0,0,0,0,0,10000.0,,False,,,,,False,False,,2,2,0,50,1,950000.0,Augusta,GA,30912,United States,one,2506.0,Public Institution,788350,5125502,181875,0,372122,1006494,0,0,216640,407499,3829,148,48078,24899,337456,91117,0,83662,20755,8965572,943806,0,10698,0,0,Augusta,Georgia,GA,Richmond,33.4705,-81.9881,
position9,0,0,0,4,0,15000.0,Man,False,Caucasian,2.0,8.0,28.0,False,False,Master's Degree,1,0,0,4,0,,Raleigh,NC,27604,United States,one,791.0,Private Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Raleigh,North Carolina,NC,Wake,35.8334,-78.5799,
position27,0,0,3,35,0,47400.0,Woman,False,Caucasian,3.0,8.0,38.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
position20,0,0,0,45,0,43050.0,Man,False,Caucasian,3.0,5.0,33.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
position21,0,0,0,60,0,36420.0,Woman,False,Caucasian,4.0,4.0,54.0,False,False,Bachelor's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
position6,0,0,0,85,0,41500.0,Woman,False,Caucasian,1.0,4.0,29.0,False,False,Master's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
position9,0,0,0,90,0,36050.0,Woman,False,Caucasian,1.0,2.0,24.0,False,False,Bachelor's Degree,12,13,4,730,2,3496671.0,Boone,NC,28608,United States,one,17589.0,Public Institution,0,5842182,343344,14157,476376,1915670,0,403194,281773,701788,15916,0,617408,17488,591457,111132,0,233463,13194,10390520,1360628,19932,45353,1776,0,Boone,North Carolina,NC,Watauga,36.2213,-81.7134,
