Function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsInPosition,yearsInProfession,age,cred1,cred2,highestDegree,inst1,inst2,inst3,inst4,inst5,instBudget,City,State_x,Zip,country,Category,instSize,instType,T01,T09,T10,T11,T12,T13,T14,T15,T16,T19,T20,T21,T22,T23,T24,T25,T27,T28,T29,T40,T41,T50,T51,T53,T99,Place Name,State_y,State Abbreviation,County,Latitude,Longitude,Unnamed: 7
position25,0,0,0,11,0,36300.0,Man,False,Caucasian,4.0,15.0,52.0,False,False,Bachelor's Degree,13,4,0,289,43,1800000.0,Flagstaff,AZ,86011,United States,one,25991.0,Public Institution,823508,5994048,71136,533,448115,779970,216,21760,311811,132036,5246,0,10368,32787,198227,30215,25986,131360,2938,3462413,575180,0,0,26190,0,Flagstaff,Arizona,AZ,Coconino,35.6308,-112.0524,
position1,18,0,0,12,0,97095.0,Man,False,Caucasian,5.0,11.0,34.0,False,True,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position3,5,0,5,0,0,62500.0,Woman,False,Caucasian,1.0,12.0,35.0,True,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position9,0,0,2,125,0,57895.0,Man,False,Caucasian,25.0,27.0,52.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position15,0,0,1,50,0,51976.0,Woman,False,Native American,3.0,5.0,27.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position15,0,0,0,80,0,35903.0,Man,False,Caucasian,4.0,5.0,27.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position15,0,0,0,30,0,,Woman,False,Caucasian,6.0,7.0,30.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position6,0,0,1,50,0,39496.0,Woman,False,Caucasian,2.0,2.0,42.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position20,1,0,1,20,0,49000.0,Man,False,Caucasian,1.0,5.0,33.0,False,False,Doctoral,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position11,0,0,1,2,0,48101.0,Woman,False,Caucasian,4.0,4.0,27.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position18,0,0,0,10,3,50449.0,Woman,False,Caucasian,2.0,15.0,36.0,False,False,Doctoral,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position5,0,0,1,3,0,43649.0,Woman,False,Caucasian,4.0,4.0,29.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position20,0,0,0,20,0,38817.0,Man,False,Caucasian,3.0,8.0,27.0,False,False,Master's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position4,0,0,0,15,0,31640.0,Man,False,Caucasian,5.0,8.0,29.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position10,1,0,0,0,0,39644.0,Woman,False,Caucasian,5.0,8.0,54.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position14,0,0,0,1,0,39500.0,Man,False,Caucasian,1.0,1.0,29.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position10,0,0,0,0,1,41686.0,Woman,False,Caucasian,12.0,12.0,52.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position17,0,0,0,15,0,27879.0,Woman,False,Caucasian,4.0,4.0,55.0,False,False,No College Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position10,0,0,0,1,0,25521.0,Man,False,Caucasian,2.0,2.0,30.0,False,False,Bachelor's Degree,13,6,7,434,4,2182694.0,Fayetteville,AR,72701,United States,one,24537.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Fayetteville,Arkansas,AR,Washington,36.052,-94.1534,
position1,7,2,3,85,10,65000.0,Man,False,Caucasian,21.0,35.0,65.0,False,False,Master's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position3,0,0,1,25,10,44000.0,Woman,False,Hispanic,14.0,14.0,53.0,False,False,Master's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position6,0,0,0,5,0,32000.0,Woman,False,Biracial,7.0,7.0,33.0,False,False,Bachelor's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position15,0,5,0,15,0,30000.0,Man,False,African American,2.0,2.0,26.0,False,False,Bachelor's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position4,0,0,1,10,0,30000.0,Woman,False,Biracial,1.0,1.0,23.0,False,False,Bachelor's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position9,0,0,0,25,0,34000.0,Man,False,Caucasian,3.0,3.0,25.0,False,False,Bachelor's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position20,0,0,1,5,0,32000.0,Man,False,Caucasian,4.0,4.0,38.0,False,False,Bachelor's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position6,0,0,0,2,0,30000.0,Man,False,Caucasian,1.0,10.0,70.0,False,False,Master's Degree,8,2,3,75,10,2400000.0,Conway,AR,72035,United States,one,11107.0,Public Institution,1077377,3130274,51618,39660,182092,454909,3090,0,225809,236705,4187,426,27999,23533,153445,17657,9985,129711,1679,2602160,398493,3,32715,108511,24743,Conway,Arkansas,AR,Faulkner,35.1053,-92.3549,
position1,2,0,0,150,0,51250.0,Man,False,Caucasian,1.0,3.0,27.0,False,False,Master's Degree,3,0,0,115,0,85000.0,Worcester,MA,1609,United States,one,2813.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Worcester,Massachusetts,MA,Worcester,42.2826,-71.8277,
position9,0,0,0,25,0,35000.0,Man,False,Caucasian,0.0,0.0,29.0,False,False,Bachelor's Degree,3,0,0,115,0,85000.0,Worcester,MA,1609,United States,one,2813.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Worcester,Massachusetts,MA,Worcester,42.2826,-71.8277,
position11,0,0,0,50,0,35000.0,Woman,False,Caucasian,0.0,0.0,33.0,False,False,Bachelor's Degree,3,0,0,115,0,85000.0,Worcester,MA,1609,United States,one,2813.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Worcester,Massachusetts,MA,Worcester,42.2826,-71.8277,
position1,0,0,0,40,1,41859.0,Man,False,Caucasian,3.0,3.0,29.0,False,False,Master's Degree,1,0,0,40,1,29500.0,Worcester,MA,1610,United States,one,2926.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Worcester,Massachusetts,MA,Worcester,42.2492,-71.8108,
position1,4,4,0,0,0,77308.0,Man,False,Caucasian,3.0,23.0,58.0,True,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position4,1,0,0,35,1,70863.0,Woman,False,Caucasian,5.0,20.0,55.0,False,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position9,1,0,0,100,0,56557.0,Man,False,Caucasian,5.0,9.0,35.0,False,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position6,0,0,0,60,0,48489.0,Woman,False,Caucasian,5.0,5.0,38.0,False,False,Bachelor's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position17,0,1,0,40,0,55557.0,Woman,False,Caucasian,5.0,5.0,54.0,False,False,Bachelor's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position15,1,0,0,60,2,55335.0,Woman,False,Caucasian,5.0,18.0,45.0,False,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position15,0,2,0,60,0,38120.0,Man,False,Caucasian,2.0,2.0,26.0,False,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position9,0,0,0,100,0,38120.0,Man,False,Caucasian,2.0,2.0,26.0,False,False,Master's Degree,8,4,0,300,2,700000.0,Amherst,MA,1003,United States,one,28236.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Amherst,Massachusetts,MA,Hampshire,42.3919,-72.5248,
position1,0,0,2,53,2,70000.0,Man,False,Caucasian,2.0,3.0,27.0,False,True,Master's Degree,1,0,2,53,2,280000.0,North Andover,MA,1845,United States,one,2694.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,North Andover,Massachusetts,MA,Essex,42.6826,-71.109,
position1,2,0,1,30,18,65000.0,Woman,False,Caucasian,1.0,6.0,30.0,False,False,Master's Degree,3,0,1,60,18,280000.0,Salem,MA,1970,United States,one,9456.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Salem,Massachusetts,MA,Essex,42.5151,-70.9003,
position6,0,0,0,10,0,68716.0,Man,False,Caucasian,1.0,1.0,61.0,False,False,Master's Degree,3,0,1,60,18,280000.0,Salem,MA,1970,United States,one,9456.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Salem,Massachusetts,MA,Essex,42.5151,-70.9003,
position9,0,0,0,20,0,47000.0,Woman,False,Caucasian,1.0,1.0,28.0,False,False,Bachelor's Degree,3,0,1,60,18,280000.0,Salem,MA,1970,United States,one,9456.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Salem,Massachusetts,MA,Essex,42.5151,-70.9003,
position1,6,1,4,150,4,81500.0,Man,False,Caucasian,10.0,22.0,43.0,True,True,Doctoral,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position6,0,0,1,25,2,49000.0,Woman,False,Caucasian,5.0,7.0,29.0,False,False,Master's Degree,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position4,0,0,1,40,1,49000.0,Man,False,Caucasian,8.0,8.0,50.0,False,False,Bachelor's Degree,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position15,0,0,1,60,0,40500.0,Woman,False,Caucasian,5.0,7.0,31.0,False,False,Master's Degree,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position9,0,0,1,30,0,40500.0,Man,False,Caucasian,1.0,6.0,28.0,False,True,Master's Degree,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position22,0,0,0,15,0,40500.0,Woman,False,Caucasian,1.0,5.0,33.0,False,False,Master's Degree,6,1,4,150,4,1094000.0,Springfield,MA,1109,United States,one,3284.0,Private Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Springfield,Massachusetts,MA,Hampden,42.1145,-72.5543,
position1,3,0,0,0,0,71000.0,Man,False,Caucasian,10.0,14.0,42.0,False,False,Master's Degree,5,0,0,65,20,650000.0,Boston,MA,2125,United States,one,15874.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Boston,Massachusetts,MA,Suffolk,42.3148,-71.0672,
position6,1,0,0,20,15,56000.0,Woman,False,Caucasian,1.0,10.0,34.0,False,False,Master's Degree,5,0,0,65,20,650000.0,Boston,MA,2125,United States,one,15874.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Boston,Massachusetts,MA,Suffolk,42.3148,-71.0672,
position4,0,0,0,15,2,50000.0,Man,False,African American,3.0,10.0,39.0,False,False,No College Degree,5,0,0,65,20,650000.0,Boston,MA,2125,United States,one,15874.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Boston,Massachusetts,MA,Suffolk,42.3148,-71.0672,
position9,0,0,0,15,0,46000.0,Man,False,Caucasian,0.0,10.0,29.0,False,False,Master's Degree,5,0,0,65,20,650000.0,Boston,MA,2125,United States,one,15874.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Boston,Massachusetts,MA,Suffolk,42.3148,-71.0672,
position21,0,0,0,15,0,42000.0,Woman,False,Caucasian,0.0,3.0,24.0,False,False,Master's Degree,5,0,0,65,20,650000.0,Boston,MA,2125,United States,one,15874.0,Public Institution,3433,5518580,78817,3758,346828,732207,337,23736,660029,568738,3056,762,25972,5456,390879,105322,0,317250,163860,13246221,2194620,401512,246850,0,197503,Boston,Massachusetts,MA,Suffolk,42.3148,-71.0672,
position1,1,0,1,120,3,54000.0,Man,False,Caucasian,26.0,26.0,52.0,False,False,Master's Degree,2,0,0,120,3,750000.0,Sioux Falls,SD,57197,United States,one,1839.0,Private Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Sioux Falls,South Dakota,SD,Minnehaha,43.6746,-96.7913,
position9,0,0,0,30,0,27000.0,Man,False,Caucasian,1.0,3.0,26.0,False,False,Master's Degree,2,0,0,120,3,750000.0,Sioux Falls,SD,57197,United States,one,1839.0,Private Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Sioux Falls,South Dakota,SD,Minnehaha,43.6746,-96.7913,
position1,3,0,0,0,0,82877.0,Man,False,Caucasian,3.0,19.0,45.0,False,True,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position3,5,0,0,10,0,55132.0,Woman,False,Caucasian,15.0,15.0,38.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position10,0,0,0,0,0,33238.0,Woman,False,Caucasian,2.0,2.0,44.0,False,False,Bachelor's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position17,0,0,0,10,0,28787.0,Woman,False,Caucasian,2.0,2.0,44.0,False,False,Associate's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position15,0,3,1,43,0,36885.0,Woman,False,Caucasian,2.0,4.0,25.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position5,0,0,0,3,0,38758.0,Woman,False,Caucasian,2.0,2.0,30.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position6,0,0,1,31,20,36596.0,Man,False,Caucasian,4.0,4.0,34.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position9,0,0,1,68,0,36885.0,Man,False,Caucasian,2.0,4.0,27.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position7,0,0,0,10,0,41347.0,Woman,False,Caucasian,3.0,4.0,29.0,False,False,Master's Degree,9,3,3,175,20,1229665.0,Brookings,SD,57007,United States,one,12583.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Brookings,South Dakota,SD,Brookings,44.3697,-96.7907,
position1,0,0,1,6,0,43000.0,Man,False,Caucasian,1.0,1.0,31.0,False,False,Master's Degree,1,0,1,6,0,10000.0,Aberdeen,SD,57401,United States,one,3449.0,Public Institution,0,914979,16205,8885,77374,138087,461,3709,61811,75237,840,6980,4688,27781,76143,3773,0,135841,21741,0,24819,0,192,8950,0,Aberdeen,South Dakota,SD,Brown,45.4661,-98.4856,
position1,3,1,2,130,12,80000.0,Man,False,Caucasian,0.0,0.0,40.0,False,False,Doctoral,10,5,2,130,12,2500000.0,Boise,ID,83725,United States,one,22344.0,Public Institution,0,1373666,8780,0,75205,248454,1209,1840,47816,64333,1617,754,2203,34436,135169,9943,53613,74790,3806,1338075,190002,0,0,6004,0,Boise,Idaho,ID,Ada,43.4599,-116.244,
position2,4,0,1,80,12,67000.0,Woman,False,Caucasian,0.0,16.0,45.0,False,False,Master's Degree,10,5,2,130,12,2500000.0,Boise,ID,83725,United States,one,22344.0,Public Institution,0,1373666,8780,0,75205,248454,1209,1840,47816,64333,1617,754,2203,34436,135169,9943,53613,74790,3806,1338075,190002,0,0,6004,0,Boise,Idaho,ID,Ada,43.4599,-116.244,
